21,Prerequisites,https://developer.android.com/training/tv/start/start.html,h3
22,Touch screen,https://developer.android.com/training/tv/publishing/checklist.html,https://developer.android.com/start/hardware.html#no-touchscreen
23,AnimationSet,https://developer.android.com/training/wearables/ui/index.html,https://developer.android.com/reference/android/view/animation/AnimationSet.html
24,Saved Games,https://developer.android.com/training/tv/games/index.html,https://developers.google.com/games/services/common/concepts/savedgames
25,MediaSession,https://developer.android.com/training/auto/audio/index.html,https://developer.android.com/reference/android/media/session/MediaSession.html
26,Dependencies and prerequisites,https://developer.android.com/training/basics/data-storage/index.html,h2
27,WifiP2pManager DnsSdTxtRecordListener,https://developer.android.com/training/connect-devices-wirelessly/nsd-wifi-direct.html,https://developer.android.com/reference/android/net/wifi/p2p/WifiP2pManager.DnsSdTxtRecordListener.html
28,Sensors Overview,https://developer.android.com/training/gestures/scroll.html,https://developer.android.com/guide/topics/sensors/sensors_overview.html
29,This lesson teaches you to,https://developer.android.com/training/graphics/opengl/shapes.html,h2
30,Handle tuning requests and media playback,https://developer.android.com/training/tv/tif/tvinput.html,h3
31,Recording Videos Simply,https://developer.android.com/training/camera/index.html,https://developer.android.com/training/videobasics.html
32,GLSurfaceView RENDERMODE_WHEN_DIRTY,https://developer.android.com/training/graphics/opengl/motion.html,https://developer.android.com/reference/android/opengl/GLSurfaceView.html#RENDERMODE_WHEN_DIRTY
33,You should also read,https://developer.android.com/training/multiple-apks/texture.html,h2
34,Threads,https://developer.android.com/training/articles/perf-jni.html,https://developer.android.com/training/perf-jni.html#threads
35,UI Automator,https://developer.android.com/training/testing/unit-testing/instrumented-unit-tests.html,https://developer.android.com/topic/libraries/testing-support-library/index.html#UIAutomator
36,Provider,https://developer.android.com/training/articles/security-tips.html,https://developer.android.com/reference/java/security/Provider.html
37,Android TV Live TV Sample App,https://developer.android.com/training/tv/tif/channel.html,https://github.com/googlesamples/androidtv-sample-inputs/blob/master/app/src/main/java/com/example/android/sampletvinput/syncadapter/SyncAdapter.java
38,FingerprintManager authenticate,https://developer.android.com/training/articles/keystore.html,https://developer.android.com/reference/android/hardware/fingerprint/FingerprintManager.html#authenticate(android.hardware.fingerprint.FingerprintManager.CryptoObject,%20android.os.CancellationSignal,%20int,%20android.hardware.fingerprint.FingerprintManager.AuthenticationCallback,%20android.os.Handler)
39,onRefresh,https://developer.android.com/training/swipe/respond-refresh-request.html,https://developer.android.com/reference/android/support/v4/widget/SwipeRefreshLayout.OnRefreshListener.html#onRefresh()
40,fused location provider,https://developer.android.com/training/location/retrieve-current.html,https://developers.google.com/android/reference/com/google/android/gms/location/FusedLocationProviderClient.html
41,Use Density-independent Pixels,https://developer.android.com/training/multiscreen/screendensities.html,https://developer.android.com/training/screendensities.html#TaskUseDP
42,EXTRA_TEXT,https://developer.android.com/training/sharing/shareaction.html,https://developer.android.com/reference/android/content/Intent.html#EXTRA_TEXT
43,Zoom the View
    ,https://developer.android.com/training/animation/zoom.html,h2
44,Respond to Actions,https://developer.android.com/training/appbar/actions.html,https://developer.android.com/training/actions.html#handle-actions
45,setNavigationItemSelectedListener,https://developer.android.com/training/material/design-library.html,https://developer.android.com/reference/android/support/design/widget/NavigationView.html#setNavigationItemSelectedListener(android.support.design.widget.NavigationView.OnNavigationItemSelectedListener)
46,"Mother, May I?" Asking for Permissions,https://developer.android.com/training/articles/user-data-permissions.html,https://www.youtube.com/watch?v=5xVh-7ywKpE
47,Define a Handler on the UI Thread,https://developer.android.com/training/multiple-threads/communicate-ui.html,h2
48,Add a text box,https://developer.android.com/training/basics/firstapp/building-ui.html,https://developer.android.com/training/building-ui.html#textbox
49,Monitoring the Battery Level and Charging State,https://developer.android.com/training/monitoring-device-state/index.html,https://developer.android.com/training/battery-monitoring.html
50,This lesson teaches you to,https://developer.android.com/training/wearables/apps/creating-app-china.html,h2
51,App Manifest,https://developer.android.com/training/tv/games/index.html,https://developer.android.com/guide/topics/manifest/manifest-intro.html
52,DrawerLayout,https://developer.android.com/training/implementing-navigation/nav-drawer.html,https://developer.android.com/reference/android/support/v4/widget/DrawerLayout.html
53,You should also read
        ,https://developer.android.com/training/animation/index.html,h2
54,DataInteraction,https://developer.android.com/training/testing/ui-testing/espresso-testing.html,https://developer.android.com/reference/android/support/test/espresso/DataInteraction.html
55,Create a Transition,https://developer.android.com/training/transitions/transitions.html,https://developer.android.com/training/transitions.html#Create
56,setContentText,https://developer.android.com/training/notify-user/build-notification.html,https://developer.android.com/reference/android/support/v4/app/NotificationCompat.Builder.html#setContentText(java.lang.CharSequence)
57,Adding Motion,https://developer.android.com/training/graphics/opengl/draw.html,https://developer.android.com/training/motion.html
58,Drawing Shapes,https://developer.android.com/training/graphics/opengl/index.html,https://developer.android.com/training/draw.html
59,cleartextTrafficPermitted,https://developer.android.com/training/articles/security-config.html,https://developer.android.com/training/security-config.html#CleartextTrafficPermitted
60,android:installLocation,https://developer.android.com/training/basics/data-storage/files.html,https://developer.android.com/guide/topics/manifest/manifest-element.html#install
61,Creating a Manager for Multiple Threads,https://developer.android.com/training/multiple-threads/index.html,https://developer.android.com/training/create-threadpool.html
62,Boehm and McKenney,https://developer.android.com/training/articles/smp.html,https://developer.android.com/training/smp.html#more
63,Developing Accessible Applications,https://developer.android.com/training/accessibility/index.html,https://developer.android.com/training/accessible-app.html
64,MotionEventCompat,https://developer.android.com/training/gestures/multi.html,https://developer.android.com/reference/android/support/v4/view/MotionEventCompat.html
65,Start Integrating guide for Google Sign-In,https://developer.android.com/training/wearables/apps/auth-wear.html,https://developers.google.com/identity/sign-in/android/start-integrating
66,ValueAnimator,https://developer.android.com/training/custom-views/making-interactive.html,https://developer.android.com/reference/android/animation/ValueAnimator.html
67,postInvalidateOnAnimation,https://developer.android.com/training/gestures/scroll.html,https://developer.android.com/reference/android/support/v4/view/ViewCompat.html#postInvalidateOnAnimation(android.view.View)
68,Declaring hardware requirements for TV,https://developer.android.com/training/tv/publishing/checklist.html,https://developer.android.com/start/hardware.html#declare-hardware-requirements
69,AccountManager,https://developer.android.com/training/id-auth/custom_auth.html,https://developer.android.com/reference/android/accounts/AccountManager.html
70,Horizontal Paging (Swipe Views),https://developer.android.com/training/design-navigation/descendant-lateral.html,h2
71,Permission Scenarios,https://developer.android.com/training/articles/wear-permissions.html,https://developer.android.com/training/wear-permissions.html#scenarios
72,addJavaScriptInterface,https://developer.android.com/training/articles/security-tips.html,https://developer.android.com/reference/android/webkit/WebView.html#addJavascriptInterface(java.lang.Object,%20java.lang.String)
73,Parse the voice query to build the playback queue,https://developer.android.com/training/auto/audio/index.html,h3
74,getIsSyncable,https://developer.android.com/training/sync-adapters/creating-sync-adapter.html,https://developer.android.com/reference/android/content/ContentResolver.html#getIsSyncable(android.accounts.Account,%20java.lang.String)
75,cancel,https://developer.android.com/training/scheduling/alarms.html,https://developer.android.com/reference/android/app/AlarmManager.html#cancel(android.app.AlarmManager.OnAlarmListener)
76,onPlay,https://developer.android.com/training/auto/audio/index.html,https://developer.android.com/reference/android/media/session/MediaSession.Callback.html#onPlay()
77,You should also read,https://developer.android.com/training/system-ui/status.html,h2
78,childSelector,https://developer.android.com/training/testing/ui-testing/uiautomator-testing.html,https://developer.android.com/reference/android/support/test/uiautomator/UiSelector.html#childSelector(android.support.test.uiautomator.UiSelector)
79,Process Multiple Controller Input,https://developer.android.com/training/game-controllers/multiple-controllers.html,https://developer.android.com/training/multiple-controllers.html#detect
80,AXIS_LTRIGGER,https://developer.android.com/training/game-controllers/compatibility.html,https://developer.android.com/reference/android/view/MotionEvent.html#AXIS_LTRIGGER
81,Discover Services on the Network,https://developer.android.com/training/connect-devices-wirelessly/nsd.html,h2
82,Test your app in Doze,https://developer.android.com/training/monitoring-device-state/doze-standby.html,https://developer.android.com/training/doze-standby.html#testing_doze
83,Supporting Different Platform Versions,https://developer.android.com/training/basics/firstapp/creating-project.html,https://developer.android.com/supporting-devices/platforms.html
84,Specify the Parent Activity,https://developer.android.com/training/implementing-navigation/ancestral.html,https://developer.android.com/training/ancestral.html#SpecifyParent
85,NotificationCompat Builder setGroup,https://developer.android.com/training/tv/discovery/recommendations.html,https://developer.android.com/reference/android/support/v4/app/NotificationCompat.Builder.html#setGroup(java.lang.String)
86,uses-permission,https://developer.android.com/training/tv/start/hardware.html,https://developer.android.com/guide/topics/manifest/uses-permission-element.html
87,PendingIntent,https://developer.android.com/training/wearables/watch-faces/complications.html,https://developer.android.com/reference/android/app/PendingIntent.html
88,ImageCardView,https://developer.android.com/training/tv/playback/card.html,https://developer.android.com/reference/android/support/v17/leanback/widget/ImageCardView.html
89,Monitor Changes in Charging State,https://developer.android.com/training/monitoring-device-state/battery-monitoring.html,h2
90,Controlling Crawling and Indexing Getting Started,https://developer.android.com/training/app-indexing/enabling-app-indexing.html,https://developers.google.com/webmasters/control-crawl-index/docs/getting_started
91,ACTION_MANAGE_NETWORK_USAGE,https://developer.android.com/training/basics/network-ops/managing.html,https://developer.android.com/reference/android/content/Intent.html#ACTION_MANAGE_NETWORK_USAGE
92,next lesson,https://developer.android.com/training/basics/firstapp/creating-project.html,https://developer.android.com/training/running-app.html
93,Add other extended data,https://developer.android.com/training/contacts-provider/modify-data.html,h3
94,getCount,https://developer.android.com/training/animation/screen-slide.html,https://developer.android.com/reference/android/support/v4/view/PagerAdapter.html#getCount()
95,Trusting Additional CAs
,https://developer.android.com/training/articles/security-config.html,h3
96,SOURCE_JOYSTICK,https://developer.android.com/training/game-controllers/compatibility.html,https://developer.android.com/reference/android/view/InputDevice.html#SOURCE_JOYSTICK
97,Sharing Files,https://developer.android.com/training/basics/intents/index.html,https://developer.android.com/secure-file-sharing/index.html
98,Google Play services 8 3 and later,https://developer.android.com/training/wearables/data-layer/data-items.html,https://developers.google.com/android/guides/releases
99,Scheduling with constraints
    ,https://developer.android.com/training/wearables/data-layer/network-access.html,h3
100,Receiving complication data
    ,https://developer.android.com/training/wearables/watch-faces/complications.html,h3
101,KM_TAG_APPLICATION_ID,https://developer.android.com/training/articles/security-key-attestation.html,https://source.android.com/security/keystore/implementer-ref.html#km_tag_application_id
102,Environment DIRECTORY_PICTURES,https://developer.android.com/training/camera/photobasics.html,https://developer.android.com/reference/android/os/Environment.html#DIRECTORY_PICTURES
103,Use swatches to create color schemes,https://developer.android.com/training/material/palette-colors.html,https://developer.android.com/training/palette-colors.html#use-swatches
104,What to Test,https://developer.android.com/training/testing/integration-testing/content-provider-testing.html,https://developer.android.com/training/content-provider-testing.html#WhatToTest
105,Create an Activity for OpenGL ES Graphics,https://developer.android.com/training/graphics/opengl/environment.html,https://developer.android.com/training/environment.html#activity
106,onUpgrade,https://developer.android.com/training/basics/data-storage/databases.html,https://developer.android.com/reference/android/database/sqlite/SQLiteOpenHelper.html#onUpgrade(android.database.sqlite.SQLiteDatabase,%20int,%20int)
107,In this document,https://developer.android.com/training/testing/espresso/basics.html,h2
108,getSignInResultFromIntent,https://developer.android.com/training/wearables/apps/auth-wear.html,https://developer.android.com/reference/com/google/android/gms/auth/api/signin/GoogleSignInApi.html#getSignInResultFromIntent(android.content.Intent)
109,Try it out,https://developer.android.com/training/tv/discovery/recommendations.html,h2
110,NAVIGATION_MODE_TABS,https://developer.android.com/training/implementing-navigation/lateral.html,https://developer.android.com/reference/android/app/ActionBar.html#NAVIGATION_MODE_TABS
111,KEYCODE_DPAD_UP,https://developer.android.com/training/game-controllers/controller-input.html,https://developer.android.com/reference/android/view/KeyEvent.html#KEYCODE_DPAD_UP
112,onLoadChildren,https://developer.android.com/training/auto/audio/index.html,https://developer.android.com/reference/android/service/media/MediaBrowserService.html#onLoadChildren(java.lang.String,%20android.service.media.MediaBrowserService.Result%3Cjava.util.List%3Candroid.media.browse.MediaBrowser.MediaItem%3E%3E)
113,Watch Faces for Android Wear,https://developer.android.com/training/wearables/wearable-sounds.html,https://developer.android.com/design/wear/watchfaces.html
114,v4 support library,https://developer.android.com/training/auto/start/index.html,https://developer.android.com/topic/libraries/support-library/features.html#v4
115,new permissions model,https://developer.android.com/training/articles/user-data-permissions.html,https://developer.android.com/permissions/requesting.html
116,config_shortAnimTime,https://developer.android.com/training/animation/crossfade.html,https://developer.android.com/reference/android/R.integer.html#config_shortAnimTime
117,GestureDetector SimpleOnGestureListener,https://developer.android.com/training/gestures/scroll.html,https://developer.android.com/reference/android/view/GestureDetector.SimpleOnGestureListener.html
118,Tracking signed-out user preferences,https://developer.android.com/training/articles/user-data-ids.html,https://developer.android.com/training/user-data-ids.html#a_track_signed-out_user_preferences
119,ACTION_PICK,https://developer.android.com/training/secure-file-sharing/request-file.html,https://developer.android.com/reference/android/content/Intent.html#ACTION_PICK
120,BUTTON_THUMBR,https://developer.android.com/training/game-controllers/controller-input.html,https://developer.android.com/reference/android/view/KeyEvent.html#KEYCODE_BUTTON_THUMBR
121,Material design specification,https://developer.android.com/training/material/theme.html,http://www.google.com/design/spec
122,Persisting Database Connection,https://developer.android.com/training/basics/data-storage/databases.html,h2
123,PendingIntent,https://developer.android.com/training/tv/playback/now-playing.html,https://developer.android.com/reference/android/app/PendingIntent.html
124,<certificates>,https://developer.android.com/training/articles/security-config.html,h3
125,Saving Files,https://developer.android.com/training/secure-file-sharing/setup-sharing.html,https://developer.android.com/basics/data-storage/files.html
126,Overscan,https://developer.android.com/training/tv/publishing/checklist.html,https://developer.android.com/start/layouts.html#overscan
127,View OnClickListener,https://developer.android.com/training/snackbar/action.html,https://developer.android.com/reference/android/view/View.OnClickListener.html
128,Create New APK Projects,https://developer.android.com/training/multiple-apks/texture.html,https://developer.android.com/training/texture.html#CreateAPKs
129,Standalone Apps,https://developer.android.com/training/wearables/apps/creating-utm_campaign=android_discussion_wearpreview_092916&utm_source=anddev&utm_medium=blog.html,https://developer.android.com/training/standalone-apps.html
130,Prepare for Abstraction,https://developer.android.com/training/backward-compatible-ui/abstracting.html,h2
131,The following example shows how you might write an instrumented unit test to test that the,https://developer.android.com/training/testing/unit-testing/instrumented-unit-tests.html,https://developer.android.com/start/index.html#run-instrumented-tests
132,Android TV Gamepad Template,https://developer.android.com/training/tv/games/index.html,http://storage.googleapis.com/androiddevelopers/design/android_tv_gamepad_template-2014-10.zip
133,Real-time Multiplayer,https://developer.android.com/training/tv/games/index.html,https://developers.google.com/games/services/android/realtimeMultiplayer
134,App Structure for Android Wear,https://developer.android.com/training/wearables/apps/always-on.html,https://developer.android.com/design/wear/structure.html
135,v7 Support Libraries,https://developer.android.com/training/material/compatibility.html,https://developer.android.com/topic/libraries/support-library/features.html#v7
136,emulator,https://developer.android.com/training/wearables/apps/creating.html,https://developer.android.com/training/creating.html#set-up-emulator
137,In this document,https://developer.android.com/training/articles/user-data-ids.html,h2
138,Input Devices,https://developer.android.com/training/tv/publishing/checklist.html,https://developer.android.com/games/index.html#control
139,Action Bar Tabs,https://developer.android.com/training/backward-compatible-ui/new-implementation.html,https://developer.android.com/appbar/index.html#Tabs
140,Support for Other Use Cases,https://developer.android.com/training/monitoring-device-state/doze-standby.html,https://developer.android.com/training/doze-standby.html#support_for_other_use_cases
141,Listen for Data Item Events,https://developer.android.com/training/wearables/data-layer/data-items.html,h2
142,MEDIA_MOUNTED,https://developer.android.com/training/articles/scoped-directory-access.html,https://developer.android.com/reference/android/os/Environment.html#MEDIA_MOUNTED
143,Use Enhanced For Loop Syntax,https://developer.android.com/training/articles/perf-tips.html,https://developer.android.com/training/perf-tips.html#Loops
144,Monitor Changes in Charging State,https://developer.android.com/training/monitoring-device-state/battery-monitoring.html,https://developer.android.com/training/battery-monitoring.html#MonitorChargeState
145,Define the sort order,https://developer.android.com/training/contacts-provider/retrieve-details.html,h3
146,Download the sample,https://developer.android.com/training/custom-views/index.html,https://developer.android.com/shareables/training/CustomView.zip
147,TabWidget,https://developer.android.com/training/backward-compatible-ui/using-component.html,https://developer.android.com/reference/android/widget/TabWidget.html
148,Intents and Intent Filters,https://developer.android.com/training/run-background-service/send-request.html,https://developer.android.com/guide/components/intents-filters.html
149,Dim the Status and Navigation Bars,https://developer.android.com/training/system-ui/dim.html,h2
150,Getting Started with Testing,https://developer.android.com/training/testing/integration-testing/content-provider-testing.html,https://developer.android.com/start/index.html#run-instrumented-tests
151,View setOutlineProvider,https://developer.android.com/training/material/shadows-clipping.html,https://developer.android.com/reference/android/view/View.html#setOutlineProvider(android.view.ViewOutlineProvider)
152,android:nextFocusDown,https://developer.android.com/training/accessibility/accessible-app.html,https://developer.android.com/reference/android/view/View.html#attr_android:nextFocusDown
153,Rect,https://developer.android.com/training/gestures/scroll.html,https://developer.android.com/reference/android/graphics/Rect.html
154,getString,https://developer.android.com/training/basics/data-storage/databases.html,https://developer.android.com/reference/android/database/Cursor.html#getString(int)
155,ServiceTestRule,https://developer.android.com/training/testing/start/index.html,https://developer.android.com/reference/android/support/test/rule/ServiceTestRule.html
156,Create an Integrated Test for Services,https://developer.android.com/training/testing/integration-testing/service-testing.html,https://developer.android.com/training/service-testing.html#build
157,Ask up front,https://developer.android.com/training/articles/wear-permissions.html,h3
158,Add an Action Provider,https://developer.android.com/training/appbar/action-views.html,https://developer.android.com/training/action-views.html#action-provider
159,Node isNearby,https://developer.android.com/training/wearables/data-layer/messages.html,https://developer.android.com/reference/com/google/android/gms/wearable/Node.html#isNearby()
160,TabWidget,https://developer.android.com/training/backward-compatible-ui/older-implementation.html,https://developer.android.com/reference/android/widget/TabWidget.html
161,Adjusts the provided content intent,https://developer.android.com/training/articles/assistant.html,https://developer.android.com/reference/android/app/assist/AssistContent.html#setIntent(android.content.Intent)
162,Receive Status Broadcasts from an IntentService,https://developer.android.com/training/run-background-service/report-status.html,https://developer.android.com/training/report-status.html#ReceiveStatus
163,You should also read,https://developer.android.com/training/monitoring-device-state/battery-monitoring.html,h2
164,onCreate,https://developer.android.com/training/camera/cameradirect.html,https://developer.android.com/reference/android/app/Activity.html#onCreate(android.os.Bundle)
165,Modify Camera Settings,https://developer.android.com/training/camera/cameradirect.html,h2
166,TrafficStats setThreadStatsTag,https://developer.android.com/training/efficient-downloads/efficient-network-access.html,https://developer.android.com/reference/android/net/TrafficStats.html#setThreadStatsTag(int)
167,Stubbing,https://developer.android.com/training/testing/espresso/intents.html,h2
168,Multiple APK Support,https://developer.android.com/training/multiple-apks/multiple.html,https://developer.android.com/google/play/publishing/multiple-apks.html
169,Thread,https://developer.android.com/training/multiple-threads/run-code.html,https://developer.android.com/reference/java/lang/Thread.html
170,COLUMN_DISPLAY_NUMBER,https://developer.android.com/training/tv/tif/channel.html,https://developer.android.com/reference/android/media/tv/TvContract.Channels.html#COLUMN_DISPLAY_NUMBER
171,TV Recording APIs,https://developer.android.com/training/tv/tif/time-shifting.html,https://developer.android.com/training/content-recording.html
172,View,https://developer.android.com/training/custom-views/create-view.html,https://developer.android.com/reference/android/view/View.html
173,PendingIntent,https://developer.android.com/training/implementing-navigation/temporal.html,https://developer.android.com/reference/android/app/PendingIntent.html
174,fragments,https://developer.android.com/training/implementing-navigation/temporal.html,https://developer.android.com/guide/components/fragments.html
175,Creating or Updating a Project
    ,https://developer.android.com/training/wearables/apps/creating.html,h2
176,This lesson teaches you how to,https://developer.android.com/training/connect-devices-wirelessly/nsd.html,h2
177,ContentResolver,https://developer.android.com/training/contacts-provider/index.html,https://developer.android.com/reference/android/content/ContentResolver.html
178,KeyguardManager isDeviceSecure,https://developer.android.com/training/articles/keystore.html,https://developer.android.com/reference/android/app/KeyguardManager.html#isDeviceSecure()
179,Key Layout Files,https://developer.android.com/training/game-controllers/index.html,http://source.android.com/devices/tech/input/key-layout-files.html
180,TextureView,https://developer.android.com/training/graphics/opengl/environment.html,https://developer.android.com/reference/android/view/TextureView.html
181,android:required,https://developer.android.com/training/beam-files/send-files.html,https://developer.android.com/guide/topics/manifest/uses-feature-element.html#required
182,This lesson teaches you to,https://developer.android.com/training/gestures/detector.html,h2
183,Activity,https://developer.android.com/training/basics/firstapp/creating-project.html,https://developer.android.com/reference/android/app/Activity.html
184,Create a drawer layout
    ,https://developer.android.com/training/wearables/ui/wear-ui-library.html,h3
185,getInputDeviceIds,https://developer.android.com/training/game-controllers/compatibility.html,https://developer.android.com/reference/android/hardware/input/InputManager.html#getInputDeviceIds()
186,Try it out,https://developer.android.com/training/camera/index.html,h2
187,User Interface,https://developer.android.com/training/animation/index.html,https://developer.android.com/guide/topics/ui/index.html
188,How ProviderTestCase2 works,https://developer.android.com/training/testing/integration-testing/content-provider-testing.html,h3
189,Wear UI library API reference
    ,https://developer.android.com/training/wearables/apps/layouts.html,h3
190,TalkBack,https://developer.android.com/training/accessibility/testing.html,https://developer.android.com/training/testing.html#talkback
191,File Sharing,https://developer.android.com/training/secure-file-sharing/share-file.html,https://developer.android.com/training/index.html
192,String,https://developer.android.com/training/secure-file-sharing/retrieve-info.html,https://developer.android.com/reference/java/lang/String.html
193,Register Channels in the Database,https://developer.android.com/training/tv/tif/channel.html,https://developer.android.com/training/channel.html#register
194,Window setAllowEnterTransitionOverlap,https://developer.android.com/training/material/animations.html,https://developer.android.com/reference/android/view/Window.html#setAllowEnterTransitionOverlap(boolean)
195,GoogleApiClient,https://developer.android.com/training/wearables/data-layer/messages.html,https://developer.android.com/reference/com/google/android/gms/common/api/GoogleApiClient.html
196,Add a ViewPager,https://developer.android.com/training/animation/screen-slide.html,https://developer.android.com/training/screen-slide.html#viewpager
197,GoogleApiClient Builder,https://developer.android.com/training/wearables/apps/creating-app-china.html,https://developers.google.com/android/
198,READ_CONTACTS,https://developer.android.com/training/permissions/declaring.html,https://developer.android.com/reference/android/Manifest.permission.html#READ_CONTACTS
199,WRITE_EXTERNAL_STORAGE,https://developer.android.com/training/camera/photobasics.html,https://developer.android.com/reference/android/Manifest.permission.html#WRITE_EXTERNAL_STORAGE
200,Using the Material Theme,https://developer.android.com/training/material/index.html,https://developer.android.com/training/theme.html
201,AdapterViewTest java,https://developer.android.com/training/testing/espresso/recipes.html,https://android.googlesource.com/platform/frameworks/testing/+/android-support-test/espresso/sample/src/androidTest/java/android/support/test/testapp/AdapterViewTest.java
202,See also,https://developer.android.com/training/articles/security-ssl.html,h2
203,Apply the Material Theme,https://developer.android.com/training/material/get-started.html,h2
204,Understand URI Request Handling,https://developer.android.com/training/app-links/index.html,https://developer.android.com/training/index.html#url-handling
205,setExitTransition,https://developer.android.com/training/material/animations.html,https://developer.android.com/reference/android/view/Window.html#setExitTransition(android.transition.Transition)
206,Download the sample,https://developer.android.com/training/camera/index.html,http://developer.android.com/shareables/training/PhotoIntentActivity.zip
207,Build a Details Presenter,https://developer.android.com/training/tv/playback/details.html,h2
208,UI Automator Viewer,https://developer.android.com/training/accessibility/testing.html,https://developer.android.com/training/testing.html#ui-automator-viewer
209,bindView,https://developer.android.com/training/contacts-provider/display-contact-badge.html,https://developer.android.com/reference/android/support/v4/widget/CursorAdapter.html#bindView(android.view.View,%20android.content.Context,%20android.database.Cursor)
210,Add the Switching Logic,https://developer.android.com/training/backward-compatible-ui/using-component.html,h2
211,You should also read,https://developer.android.com/training/game-controllers/index.html,h2
212,Use Nine-patch Bitmaps,https://developer.android.com/training/multiscreen/screensizes.html,h2
213,onSelectTrack,https://developer.android.com/training/tv/tif/ui.html,https://developer.android.com/reference/android/media/tv/TvInputService.Session.html#onSelectTrack(int,%20java.lang.String)
214,You should also read,https://developer.android.com/training/material/palette-colors.html,h2
215,Put All Common Code and Resources in a Library Project,https://developer.android.com/training/multiple-apks/screensize.html,https://developer.android.com/training/screensize.html#CreateLibrary
216,Add a Fragment to an Activity using XML,https://developer.android.com/training/basics/fragments/creating.html,h2
217,Content Provider,https://developer.android.com/training/testing/start/index.html,https://developer.android.com/guide/topics/providers/content-providers.html
218,getSource,https://developer.android.com/training/accessibility/service.html,https://developer.android.com/reference/android/view/accessibility/AccessibilityRecord.html#getSource()
219,SimpleAdapter,https://developer.android.com/training/testing/ui-testing/espresso-testing.html,https://developer.android.com/reference/android/widget/SimpleAdapter.html
220,security level,https://developer.android.com/training/articles/security-key-attestation.html,https://developer.android.com/training/security-key-attestation.html#certificate_schema_securitylevel
221,OpenGL ES,https://developer.android.com/training/graphics/opengl/shapes.html,https://developer.android.com/guide/topics/graphics/opengl.html#faces-winding
222,addAsRoot,https://developer.android.com/training/tv/playback/guided-step.html,https://developer.android.com/reference/android/support/v17/leanback/app/GuidedStepFragment.html#addAsRoot(android.app.Activity,%20android.support.v17.leanback.app.GuidedStepFragment,%20int)
223,RegistrationListener,https://developer.android.com/training/connect-devices-wirelessly/nsd.html,https://developer.android.com/reference/android/net/nsd/NsdManager.RegistrationListener.html
224,Set Up a Firebase Cloud Messaging Client App on Android,https://developer.android.com/training/efficient-downloads/regular_updates.html,https://firebase.google.com/docs/cloud-messaging/android/client
225,Messenger,https://developer.android.com/training/articles/security-tips.html,https://developer.android.com/reference/android/os/Messenger.html
226,NavUtils,https://developer.android.com/training/implementing-navigation/ancestral.html,https://developer.android.com/reference/android/support/v4/app/NavUtils.html
227,Notifications,https://developer.android.com/training/notify-user/build-notification.html,https://developer.android.com/guide/topics/ui/notifiers/notifications.html
228,ImageView,https://developer.android.com/training/tv/playback/onboarding.html,https://developer.android.com/reference/android/widget/ImageView.html
229,This lesson teaches you to,https://developer.android.com/training/keyboard-input/style.html,h2
230,Open the Camera Object,https://developer.android.com/training/camera/cameradirect.html,https://developer.android.com/training/cameradirect.html#TaskOpenCamera
231,Making the View Interactive,https://developer.android.com/training/gestures/scroll.html,https://developer.android.com/custom-views/making-interactive.html
232,onGetRoot,https://developer.android.com/training/auto/audio/index.html,https://developer.android.com/reference/android/service/media/MediaBrowserService.html#onGetRoot(java.lang.String,%20int,%20android.os.Bundle)
233,Prepare for Abstraction,https://developer.android.com/training/backward-compatible-ui/abstracting.html,https://developer.android.com/training/abstracting.html#prepare-abstraction
